Year ended June,Region,Region Code,Measure,Value,Value Unit,Value Label,Null Reason
2014,Nelson,Nelson Region,Outflow to sea and net extraction,360,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Outflow to sea and net extraction,10003,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Outflow to sea and net extraction,311722,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Outflow to sea and net extraction,416784,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Precipitation,16294,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Precipitation,5404,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Precipitation,30063,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Precipitation,22017,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Precipitation,18874,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Precipitation,22884,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Precipitation,12024,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Precipitation,29841,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Precipitation,14695,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Precipitation,172096,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Precipitation,148096,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Precipitation,67166,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Precipitation,40573,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Precipitation,75707,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Precipitation,21968,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Precipitation,617,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Precipitation,15742,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Precipitation,369868,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Precipitation,541964,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Total change in water storage,113,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Total change in water storage,105,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Total change in water storage,-437,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Total change in water storage,327,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Total change in water storage,142,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Total change in water storage,65,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Total change in water storage,-30,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Total change in water storage,182,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Total change in water storage,217,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Total change in water storage,684,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Total change in water storage,1104,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Total change in water storage,-2971,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Total change in water storage,153,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Total change in water storage,702,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Total change in water storage,808,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Total change in water storage,4,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Total change in water storage,-121,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Total change in water storage,-320,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Total change in water storage,364,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Total inflows,16296,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Total inflows,5409,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Total inflows,30104,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Total inflows,25882,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Total inflows,21128,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Total inflows,24379,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Total inflows,12027,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Total inflows,29864,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Total inflows,14753,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Total inflows,172096,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Total inflows,156060,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Total inflows,80106,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Total inflows,57114,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Total inflows,75768,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Total inflows,23522,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Total inflows,620,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Total inflows,26453,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Total inflows,369868,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Total inflows,541964,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Total outflows,16182,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Total outflows,5304,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Total outflows,30541,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Total outflows,25555,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Total outflows,20986,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Total outflows,24314,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Total outflows,12057,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Total outflows,29682,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Total outflows,14536,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Total outflows,171412,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Total outflows,154956,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Total outflows,83076,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Total outflows,56961,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Total outflows,75066,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Total outflows,22714,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Total outflows,616,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Total outflows,26574,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Total outflows,370188,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Total outflows,541600,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Change in groundwater,105,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Change in groundwater,43,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Change in groundwater,-593,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Change in groundwater,-4,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Change in groundwater,25,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Change in groundwater,28,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Change in groundwater,-226,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Change in groundwater,-181,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Change in groundwater,258,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Change in groundwater,-545,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Change in groundwater,59,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Change in groundwater,-2746,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Change in groundwater,31,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Change in groundwater,258,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Change in groundwater,695,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Change in groundwater,,number,Millions of cubic metres per year,not applicable
2014,Marlborough,Marlborough Region,Change in groundwater,-4,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Change in groundwater,-1707,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Change in groundwater,-2252,number,Millions of cubic metres per year,
2015,Northland,Northland Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2015,Auckland,Auckland Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2015,Waikato,Waikato Region,Change in ice volume,0,number,Millions of cubic metres per year,
2015,Bay of Plenty,Bay of Plenty Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2015,Gisborne,Gisborne Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2015,Hawke's Bay,Hawke's Bay Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2015,Taranaki,Taranaki Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2015,Manawatū-Whanganui,Manawatu-Wanganui Region,Change in ice volume,-1,number,Millions of cubic metres per year,
2015,Wellington,Wellington Region,Change in ice volume,,number,Millions of cubic metres per year,not applicable
2015,North Island,Total North Island,Change in ice volume,-1,number,Millions of cubic metres per year,
2015,West Coast,West Coast Region,Change in ice volume,-263,number,Millions of cubic metres per year,
2015,Canterbury,Canterbury Region,Change in ice volume,-335,number,Millions of cubic metres per year,
